Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked
1656, gadget z ,TOYS,Warehouse 1,Aisle 5,300,NaN,Supplier A,In Stock,20/12/2022
1119, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,100,NaN,Supplier C,In Stock,05/03/2023
1830, widget a ,TOYS,Warehouse 2,Aisle 4,NaN,29.99,Supplier D,Out of Stock,NaN
1786, widget b ,CLOTHING,Warehouse 1,Aisle 2,50,49.99,Supplier B,Out of Stock,NaN
1603, gadget y ,FURNITURE,Warehouse 2,Aisle 3,300,9.99,Supplier C,Low Stock,05/03/2023
1057, gadget x ,ELECTRONICS,Warehouse 3,Aisle 5,150,19.99,Supplier D,In Stock,25/04/2023
1950, widget c ,FURNITURE,Warehouse 1,Aisle 2,300,9.99,Supplier D,Low Stock,NaN
1345, gadget x ,FURNITURE,Warehouse 2,Aisle 4,NaN,29.99,Supplier D,Out of Stock,15/01/2023
1740, widget b ,CLOTHING,Warehouse 3,Aisle 2,two hundred,NaN,Supplier C,Out of Stock,20/12/2022
1473, gadget z ,FURNITURE,Warehouse 2,Aisle 3,NaN,19.99,Supplier C,Out of Stock,NaN
1116, gadget x ,TOYS,Warehouse 3,Aisle 5,100,29.99,Supplier D,In Stock,NaN
1829, widget a ,FURNITURE,Warehouse 3,Aisle 3,NaN,29.99,Supplier A,In Stock,25/04/2023
1790, widget b ,FURNITURE,Warehouse 1,Aisle 1,150,29.99,Supplier A,Out of Stock,15/01/2023
1126, gadget z ,FURNITURE,Warehouse 3,Aisle 5,150,19.99,Supplier C,Low Stock,20/12/2022
1392, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,NaN,19.99,Supplier C,Low Stock,NaN
1907, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,150,49.99,Supplier C,Out of Stock,20/12/2022
1640, widget a ,TOYS,Warehouse 3,Aisle 5,two hundred,49.99,Supplier D,Low Stock,05/03/2023
1057, widget b ,TOYS,Warehouse 1,Aisle 5,300,9.99,Supplier A,Out of Stock,NaN
1633, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,NaN,19.99,Supplier C,Low Stock,NaN
1512, widget a ,TOYS,Warehouse 3,Aisle 4,two hundred,19.99,Supplier C,Out of Stock,05/03/2023
1750, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,300,19.99,Supplier B,Low Stock,25/04/2023
1801, widget a ,CLOTHING,Warehouse 1,Aisle 3,300,49.99,Supplier D,In Stock,NaN
1095, widget b ,FURNITURE,Warehouse 1,Aisle 2,two hundred,29.99,Supplier B,Out of Stock,20/12/2022
1637, gadget y ,FURNITURE,Warehouse 1,Aisle 3,50,NaN,Supplier A,Out of Stock,15/01/2023
1117, widget a ,TOYS,Warehouse 3,Aisle 1,NaN,49.99,Supplier B,Low Stock,20/12/2022
1559, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300,19.99,Supplier B,Out of Stock,25/04/2023
1600, gadget z ,ELECTRONICS,Warehouse 3,Aisle 5,300,49.99,Supplier B,Out of Stock,15/01/2023
1487, gadget z ,TOYS,Warehouse 3,Aisle 1,150,9.99,Supplier D,Out of Stock,20/12/2022
1236, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,300,19.99,Supplier A,In Stock,20/12/2022
1884, gadget z ,CLOTHING,Warehouse 2,Aisle 4,two hundred,9.99,Supplier B,In Stock,05/03/2023
1896, gadget x ,FURNITURE,Warehouse 2,Aisle 4,300,19.99,Supplier D,Low Stock,25/04/2023
1271, widget b ,TOYS,Warehouse 2,Aisle 5,50,49.99,Supplier A,In Stock,05/03/2023
1188, widget b ,TOYS,Warehouse 2,Aisle 3,NaN,29.99,Supplier C,Low Stock,15/01/2023
1998, gadget y ,ELECTRONICS,Warehouse 3,Aisle 3,NaN,NaN,Supplier B,In Stock,05/03/2023
1703, gadget y ,TOYS,Warehouse 3,Aisle 1,300,9.99,Supplier A,Low Stock,25/04/2023
1446, widget b ,CLOTHING,Warehouse 1,Aisle 3,100,49.99,Supplier B,In Stock,NaN
1580, gadget y ,ELECTRONICS,Warehouse 3,Aisle 2,100,29.99,Supplier C,In Stock,NaN
1789, widget c ,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,49.99,Supplier A,Low Stock,15/01/2023
1860, gadget z ,ELECTRONICS,Warehouse 2,Aisle 2,100,9.99,Supplier D,Out of Stock,NaN
1246, widget b ,ELECTRONICS,Warehouse 3,Aisle 5,two hundred,NaN,Supplier A,Out of Stock,05/03/2023
1962, gadget y ,CLOTHING,Warehouse 2,Aisle 4,150,49.99,Supplier D,In Stock,15/01/2023
1075, widget b ,ELECTRONICS,Warehouse 1,Aisle 5,two hundred,19.99,Supplier A,Low Stock,25/04/2023
1153, gadget x ,TOYS,Warehouse 1,Aisle 4,100,29.99,Supplier D,Out of Stock,15/01/2023
1655, widget a ,CLOTHING,Warehouse 3,Aisle 5,300,49.99,Supplier C,Low Stock,15/01/2023
1434, gadget z ,FURNITURE,Warehouse 1,Aisle 3,150,29.99,Supplier C,Out of Stock,20/12/2022
1996, widget b ,FURNITURE,Warehouse 3,Aisle 2,100,19.99,Supplier C,Low Stock,20/12/2022
1085, widget a ,TOYS,Warehouse 1,Aisle 4,two hundred,NaN,Supplier A,In Stock,15/01/2023
1696, gadget y ,TOYS,Warehouse 2,Aisle 1,50,NaN,Supplier C,Low Stock,NaN
1284, widget a ,CLOTHING,Warehouse 2,Aisle 2,NaN,19.99,Supplier B,Out of Stock,20/12/2022
1973, gadget z ,FURNITURE,Warehouse 2,Aisle 1,100,29.99,Supplier C,In Stock,25/04/2023
1219, widget b ,FURNITURE,Warehouse 2,Aisle 2,two hundred,49.99,Supplier D,Low Stock,05/03/2023
1068, gadget x ,FURNITURE,Warehouse 3,Aisle 2,150,19.99,Supplier D,Out of Stock,20/12/2022
1046, gadget y ,FURNITURE,Warehouse 1,Aisle 5,100,9.99,Supplier D,In Stock,15/01/2023
1093, widget b ,FURNITURE,Warehouse 3,Aisle 4,100,29.99,Supplier A,Low Stock,NaN
1749, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,NaN,NaN,Supplier B,Out of Stock,05/03/2023
1957, gadget y ,TOYS,Warehouse 3,Aisle 2,two hundred,19.99,Supplier C,Low Stock,20/12/2022
1452, widget c ,ELECTRONICS,Warehouse 1,Aisle 3,50,NaN,Supplier B,Low Stock,NaN
1203, widget a ,FURNITURE,Warehouse 3,Aisle 3,150,29.99,Supplier B,In Stock,NaN
1911, gadget z ,CLOTHING,Warehouse 1,Aisle 1,two hundred,NaN,Supplier D,In Stock,NaN
1217, widget c ,CLOTHING,Warehouse 3,Aisle 1,150,19.99,Supplier D,Out of Stock,15/01/2023
1473, widget b ,FURNITURE,Warehouse 1,Aisle 5,100,29.99,Supplier D,In Stock,25/04/2023
1431, gadget x ,FURNITURE,Warehouse 1,Aisle 2,NaN,9.99,Supplier A,Out of Stock,NaN
1340, gadget y ,CLOTHING,Warehouse 2,Aisle 1,NaN,19.99,Supplier B,Low Stock,05/03/2023
1550, widget a ,ELECTRONICS,Warehouse 1,Aisle 1,300,49.99,Supplier B,Low Stock,20/12/2022
1611, gadget y ,ELECTRONICS,Warehouse 2,Aisle 2,50,19.99,Supplier A,Out of Stock,05/03/2023
1288, widget b ,FURNITURE,Warehouse 2,Aisle 5,NaN,29.99,Supplier A,Low Stock,15/01/2023
1253, gadget y ,ELECTRONICS,Warehouse 2,Aisle 1,100,19.99,Supplier A,In Stock,15/01/2023
1733, widget a ,CLOTHING,Warehouse 3,Aisle 5,50,9.99,Supplier B,Low Stock,05/03/2023
1356, widget b ,ELECTRONICS,Warehouse 3,Aisle 4,two hundred,9.99,Supplier B,In Stock,25/04/2023
1022, gadget y ,FURNITURE,Warehouse 3,Aisle 5,NaN,49.99,Supplier D,Out of Stock,15/01/2023
1761, gadget x ,CLOTHING,Warehouse 3,Aisle 3,50,NaN,Supplier D,Out of Stock,15/01/2023
1521, gadget z ,ELECTRONICS,Warehouse 1,Aisle 3,100,29.99,Supplier B,Low Stock,05/03/2023
1757, widget b ,TOYS,Warehouse 1,Aisle 5,300,29.99,Supplier D,Low Stock,15/01/2023
1836, gadget z ,CLOTHING,Warehouse 3,Aisle 3,150,NaN,Supplier A,In Stock,25/04/2023
1099, widget b ,CLOTHING,Warehouse 1,Aisle 4,150,9.99,Supplier C,In Stock,25/04/2023
1801, gadget x ,TOYS,Warehouse 1,Aisle 2,100,9.99,Supplier D,Low Stock,25/04/2023
1179, gadget z ,TOYS,Warehouse 2,Aisle 3,100,19.99,Supplier B,Low Stock,20/12/2022
1222, widget c ,CLOTHING,Warehouse 2,Aisle 3,150,49.99,Supplier D,Out of Stock,25/04/2023
1905, widget a ,TOYS,Warehouse 2,Aisle 5,300,49.99,Supplier D,Out of Stock,25/04/2023
1761, widget c ,FURNITURE,Warehouse 2,Aisle 4,50,49.99,Supplier D,Out of Stock,20/12/2022
1658, gadget y ,FURNITURE,Warehouse 1,Aisle 2,150,19.99,Supplier C,Low Stock,NaN
1441, gadget x ,FURNITURE,Warehouse 3,Aisle 5,100,49.99,Supplier A,Low Stock,15/01/2023
1607, widget c ,CLOTHING,Warehouse 1,Aisle 5,NaN,NaN,Supplier B,Low Stock,25/04/2023
1768, widget b ,TOYS,Warehouse 1,Aisle 4,two hundred,19.99,Supplier C,Out of Stock,15/01/2023
1324, gadget y ,TOYS,Warehouse 1,Aisle 2,300,NaN,Supplier B,Low Stock,05/03/2023
1515, gadget y ,ELECTRONICS,Warehouse 2,Aisle 4,300,19.99,Supplier B,In Stock,15/01/2023
1015, widget c ,ELECTRONICS,Warehouse 2,Aisle 2,NaN,49.99,Supplier B,Low Stock,20/12/2022
1791, widget c ,TOYS,Warehouse 2,Aisle 4,NaN,NaN,Supplier C,Low Stock,15/01/2023
1335, gadget x ,TOYS,Warehouse 3,Aisle 5,100,NaN,Supplier A,Low Stock,15/01/2023
1758, widget a ,TOYS,Warehouse 1,Aisle 5,150,NaN,Supplier B,Low Stock,15/01/2023
1257, widget c ,CLOTHING,Warehouse 3,Aisle 1,50,19.99,Supplier A,Low Stock,NaN
1496, widget c ,TOYS,Warehouse 2,Aisle 3,300,29.99,Supplier A,In Stock,NaN
1987, gadget z ,ELECTRONICS,Warehouse 3,Aisle 4,300,49.99,Supplier D,In Stock,05/03/2023
1895, widget b ,CLOTHING,Warehouse 1,Aisle 1,NaN,NaN,Supplier C,Low Stock,20/12/2022
1159, gadget z ,TOYS,Warehouse 1,Aisle 3,150,29.99,Supplier C,Out of Stock,15/01/2023
1474, gadget z ,ELECTRONICS,Warehouse 2,Aisle 4,300,49.99,Supplier D,Low Stock,15/01/2023
1851, gadget y ,CLOTHING,Warehouse 2,Aisle 2,50,49.99,Supplier D,Low Stock,15/01/2023
1663, widget a ,TOYS,Warehouse 3,Aisle 3,NaN,NaN,Supplier A,Low Stock,15/01/2023
1907, widget b ,TOYS,Warehouse 2,Aisle 5,50,NaN,Supplier B,Out of Stock,NaN
1689, gadget x ,TOYS,Warehouse 2,Aisle 1,150,19.99,Supplier C,Out of Stock,05/03/2023
1674, gadget x ,CLOTHING,Warehouse 1,Aisle 3,300,29.99,Supplier B,Out of Stock,25/04/2023
1379, widget c ,ELECTRONICS,Warehouse 2,Aisle 3,two hundred,29.99,Supplier B,In Stock,20/12/2022
1544, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,300,NaN,Supplier D,Out of Stock,15/01/2023
1928, gadget x ,FURNITURE,Warehouse 1,Aisle 4,150,49.99,Supplier B,In Stock,05/03/2023
1956, widget c ,TOYS,Warehouse 1,Aisle 2,300,NaN,Supplier A,In Stock,25/04/2023
1690, widget a ,FURNITURE,Warehouse 3,Aisle 5,300,49.99,Supplier D,Out of Stock,05/03/2023
1426, gadget z ,FURNITURE,Warehouse 2,Aisle 2,100,49.99,Supplier B,Out of Stock,NaN
1612, widget c ,ELECTRONICS,Warehouse 1,Aisle 4,300,NaN,Supplier D,Out of Stock,25/04/2023
1267, gadget y ,CLOTHING,Warehouse 3,Aisle 3,300,9.99,Supplier A,In Stock,05/03/2023
1834, widget c ,CLOTHING,Warehouse 3,Aisle 2,50,29.99,Supplier A,Low Stock,NaN
1576, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,49.99,Supplier B,Out of Stock,05/03/2023
1416, widget a ,CLOTHING,Warehouse 2,Aisle 1,50,49.99,Supplier D,Out of Stock,05/03/2023
1167, widget b ,FURNITURE,Warehouse 3,Aisle 5,50,9.99,Supplier B,Out of Stock,25/04/2023
1841, widget b ,TOYS,Warehouse 1,Aisle 4,NaN,19.99,Supplier B,In Stock,NaN
1042, gadget y ,ELECTRONICS,Warehouse 3,Aisle 5,100,9.99,Supplier D,In Stock,15/01/2023
1555, widget a ,TOYS,Warehouse 2,Aisle 5,50,9.99,Supplier B,Low Stock,20/12/2022
1284, widget a ,CLOTHING,Warehouse 1,Aisle 5,150,49.99,Supplier A,Out of Stock,25/04/2023
1396, widget a ,TOYS,Warehouse 1,Aisle 1,150,29.99,Supplier D,In Stock,NaN
1011, widget a ,CLOTHING,Warehouse 3,Aisle 1,300,9.99,Supplier D,Low Stock,05/03/2023
1606, widget a ,CLOTHING,Warehouse 2,Aisle 5,NaN,19.99,Supplier D,Out of Stock,NaN
1301, gadget y ,FURNITURE,Warehouse 3,Aisle 1,100,NaN,Supplier D,In Stock,20/12/2022
1897, widget c ,CLOTHING,Warehouse 3,Aisle 4,100,9.99,Supplier B,Out of Stock,20/12/2022
1252, widget b ,FURNITURE,Warehouse 3,Aisle 5,300,9.99,Supplier B,Out of Stock,15/01/2023
1498, widget a ,FURNITURE,Warehouse 1,Aisle 1,150,19.99,Supplier A,In Stock,15/01/2023
1753, widget c ,FURNITURE,Warehouse 1,Aisle 2,two hundred,29.99,Supplier C,In Stock,20/12/2022
1034, widget c ,ELECTRONICS,Warehouse 2,Aisle 5,NaN,9.99,Supplier C,In Stock,25/04/2023
1726, widget b ,ELECTRONICS,Warehouse 2,Aisle 5,300,9.99,Supplier A,Out of Stock,25/04/2023
1848, gadget y ,CLOTHING,Warehouse 3,Aisle 4,NaN,29.99,Supplier C,Out of Stock,05/03/2023
1089, gadget x ,FURNITURE,Warehouse 3,Aisle 3,150,19.99,Supplier A,Low Stock,15/01/2023
1775, gadget x ,ELECTRONICS,Warehouse 3,Aisle 3,150,9.99,Supplier B,Out of Stock,05/03/2023
1604, widget c ,FURNITURE,Warehouse 2,Aisle 4,two hundred,29.99,Supplier D,In Stock,15/01/2023
1921, gadget z ,TOYS,Warehouse 1,Aisle 4,two hundred,9.99,Supplier D,Out of Stock,20/12/2022
1969, gadget z ,TOYS,Warehouse 1,Aisle 4,100,NaN,Supplier B,Low Stock,25/04/2023
1601, widget b ,TOYS,Warehouse 3,Aisle 3,NaN,49.99,Supplier D,Low Stock,25/04/2023
1417, gadget x ,CLOTHING,Warehouse 3,Aisle 4,NaN,NaN,Supplier D,In Stock,20/12/2022
1114, widget c ,FURNITURE,Warehouse 3,Aisle 1,150,9.99,Supplier C,In Stock,05/03/2023
1616, gadget y ,TOYS,Warehouse 3,Aisle 5,100,19.99,Supplier B,Low Stock,05/03/2023
1902, gadget x ,ELECTRONICS,Warehouse 2,Aisle 5,300,49.99,Supplier C,Low Stock,NaN
1195, widget c ,TOYS,Warehouse 1,Aisle 2,NaN,NaN,Supplier C,Low Stock,15/01/2023
1825, widget c ,TOYS,Warehouse 3,Aisle 2,100,29.99,Supplier D,In Stock,05/03/2023
1500, widget a ,TOYS,Warehouse 2,Aisle 5,100,19.99,Supplier D,Low Stock,20/12/2022
1625, gadget y ,CLOTHING,Warehouse 3,Aisle 1,150,NaN,Supplier B,Low Stock,05/03/2023
1492, widget a ,ELECTRONICS,Warehouse 3,Aisle 3,100,29.99,Supplier D,In Stock,25/04/2023
1074, widget b ,FURNITURE,Warehouse 1,Aisle 3,two hundred,9.99,Supplier D,Out of Stock,15/01/2023
1412, widget a ,ELECTRONICS,Warehouse 3,Aisle 1,two hundred,29.99,Supplier B,Out of Stock,NaN
1375, widget a ,FURNITURE,Warehouse 1,Aisle 3,50,NaN,Supplier D,Low Stock,15/01/2023
1419, gadget x ,CLOTHING,Warehouse 1,Aisle 4,150,NaN,Supplier C,Out of Stock,25/04/2023
1728, gadget z ,CLOTHING,Warehouse 1,Aisle 5,300,9.99,Supplier B,Out of Stock,25/04/2023
1276, widget c ,CLOTHING,Warehouse 2,Aisle 5,50,29.99,Supplier D,Out of Stock,25/04/2023
1760, gadget y ,CLOTHING,Warehouse 2,Aisle 1,two hundred,29.99,Supplier A,Out of Stock,25/04/2023
1675, widget a ,FURNITURE,Warehouse 1,Aisle 3,50,9.99,Supplier B,Low Stock,20/12/2022
1393, gadget y ,TOYS,Warehouse 3,Aisle 2,150,29.99,Supplier B,Out of Stock,NaN
1868, gadget z ,FURNITURE,Warehouse 1,Aisle 2,150,9.99,Supplier A,Out of Stock,25/04/2023
1456, gadget z ,ELECTRONICS,Warehouse 3,Aisle 3,100,19.99,Supplier D,In Stock,25/04/2023
1919, widget a ,CLOTHING,Warehouse 1,Aisle 2,NaN,NaN,Supplier D,Low Stock,05/03/2023
1191, widget b ,CLOTHING,Warehouse 3,Aisle 1,100,19.99,Supplier B,In Stock,NaN
1738, widget a ,ELECTRONICS,Warehouse 2,Aisle 1,150,49.99,Supplier B,In Stock,15/01/2023
1688, gadget x ,FURNITURE,Warehouse 3,Aisle 3,two hundred,49.99,Supplier D,Low Stock,NaN
1098, widget c ,TOYS,Warehouse 1,Aisle 2,300,49.99,Supplier D,Out of Stock,NaN
1547, widget b ,TOYS,Warehouse 2,Aisle 1,two hundred,9.99,Supplier C,In Stock,NaN
1977, widget a ,ELECTRONICS,Warehouse 3,Aisle 1,100,29.99,Supplier B,Low Stock,25/04/2023
1998, gadget y ,TOYS,Warehouse 3,Aisle 4,300,19.99,Supplier B,Out of Stock,25/04/2023
1095, widget b ,FURNITURE,Warehouse 3,Aisle 4,150,19.99,Supplier A,Low Stock,20/12/2022
1663, widget b ,FURNITURE,Warehouse 3,Aisle 1,two hundred,19.99,Supplier C,In Stock,15/01/2023
1662, widget a ,ELECTRONICS,Warehouse 3,Aisle 3,150,19.99,Supplier D,Out of Stock,05/03/2023
1189, widget b ,FURNITURE,Warehouse 2,Aisle 5,300,49.99,Supplier C,Out of Stock,NaN
1735, gadget y ,CLOTHING,Warehouse 2,Aisle 5,300,19.99,Supplier D,Low Stock,15/01/2023
1036, gadget z ,ELECTRONICS,Warehouse 2,Aisle 1,two hundred,29.99,Supplier D,Out of Stock,15/01/2023
1779, widget b ,FURNITURE,Warehouse 2,Aisle 1,150,49.99,Supplier C,In Stock,20/12/2022
1368, gadget z ,ELECTRONICS,Warehouse 1,Aisle 1,50,19.99,Supplier B,In Stock,05/03/2023
1694, gadget y ,TOYS,Warehouse 2,Aisle 3,150,9.99,Supplier D,In Stock,NaN
1524, widget a ,FURNITURE,Warehouse 3,Aisle 4,300,NaN,Supplier C,Low Stock,05/03/2023
1278, widget c ,CLOTHING,Warehouse 3,Aisle 1,150,NaN,Supplier A,Out of Stock,20/12/2022
1216, widget b ,FURNITURE,Warehouse 2,Aisle 1,100,NaN,Supplier C,Out of Stock,25/04/2023
1866, widget c ,ELECTRONICS,Warehouse 3,Aisle 2,50,49.99,Supplier A,Out of Stock,15/01/2023
1872, gadget y ,ELECTRONICS,Warehouse 2,Aisle 3,NaN,19.99,Supplier D,In Stock,NaN
1797, widget b ,FURNITURE,Warehouse 3,Aisle 1,100,49.99,Supplier C,Out of Stock,25/04/2023
1272, gadget z ,CLOTHING,Warehouse 1,Aisle 2,NaN,29.99,Supplier C,In Stock,20/12/2022
1880, gadget x ,CLOTHING,Warehouse 1,Aisle 5,two hundred,9.99,Supplier A,Out of Stock,05/03/2023
1061, widget c ,CLOTHING,Warehouse 2,Aisle 1,NaN,9.99,Supplier C,In Stock,15/01/2023
1595, widget b ,ELECTRONICS,Warehouse 2,Aisle 1,150,NaN,Supplier C,Out of Stock,NaN
1879, widget c ,FURNITURE,Warehouse 2,Aisle 2,NaN,NaN,Supplier D,Low Stock,25/04/2023
1728, widget b ,TOYS,Warehouse 3,Aisle 3,300,NaN,Supplier C,Low Stock,25/04/2023
1341, widget a ,ELECTRONICS,Warehouse 2,Aisle 1,100,19.99,Supplier B,In Stock,15/01/2023
1396, gadget z ,CLOTHING,Warehouse 1,Aisle 5,100,29.99,Supplier A,In Stock,05/03/2023
1698, widget c ,FURNITURE,Warehouse 3,Aisle 1,NaN,29.99,Supplier C,Out of Stock,20/12/2022
1018, gadget x ,CLOTHING,Warehouse 2,Aisle 5,100,29.99,Supplier A,Out of Stock,05/03/2023
1176, gadget x ,TOYS,Warehouse 3,Aisle 4,300,29.99,Supplier A,Low Stock,05/03/2023
1611, gadget y ,CLOTHING,Warehouse 3,Aisle 4,100,NaN,Supplier A,Out of Stock,05/03/2023
1395, widget b ,CLOTHING,Warehouse 2,Aisle 5,NaN,9.99,Supplier C,In Stock,15/01/2023
1444, widget c ,TOYS,Warehouse 3,Aisle 3,50,NaN,Supplier C,In Stock,15/01/2023
1232, gadget y ,FURNITURE,Warehouse 1,Aisle 1,50,29.99,Supplier A,In Stock,20/12/2022
1914, widget c ,ELECTRONICS,Warehouse 1,Aisle 1,two hundred,NaN,Supplier B,In Stock,05/03/2023
1075, widget b ,FURNITURE,Warehouse 3,Aisle 4,100,29.99,Supplier A,In Stock,15/01/2023
1264, gadget x ,TOYS,Warehouse 2,Aisle 5,NaN,49.99,Supplier B,Low Stock,20/12/2022
1454, widget a ,CLOTHING,Warehouse 3,Aisle 1,100,9.99,Supplier A,Low Stock,20/12/2022
1795, gadget x ,FURNITURE,Warehouse 1,Aisle 1,150,49.99,Supplier D,In Stock,05/03/2023
1717, gadget y ,ELECTRONICS,Warehouse 3,Aisle 3,300,19.99,Supplier A,Out of Stock,NaN
1734, gadget z ,TOYS,Warehouse 3,Aisle 2,100,NaN,Supplier A,In Stock,05/03/2023
1383, widget a ,FURNITURE,Warehouse 1,Aisle 4,100,19.99,Supplier C,Low Stock,NaN
1563, gadget y ,ELECTRONICS,Warehouse 3,Aisle 4,50,NaN,Supplier B,In Stock,20/12/2022
